,paper,doi,url,paper_title,research_field_label
10,http://orkg.org/orkg/resource/R140702,10.1016/S0034-4257(98)00039-X,http://dx.doi.org/10.1016/S0034-4257(98)00039-X,"Quantitative Geochemical Mapping of Ammonium Minerals in the Southern Cedar Mountains, Nevada, Using the Airborne Visible/Infrared Imaging Spectrometer (AVIRIS)",Earth Sciences
11,http://orkg.org/orkg/resource/R140706,10.1080/01431160110070320,http://dx.doi.org/10.1080/01431160110070320,Spectral indices for lithologic discrimination and mapping by using the ASTER SWIR bands,Earth Sciences
12,http://orkg.org/orkg/resource/R140710,10.1117/1.JRS.11.026015,http://dx.doi.org/10.1117/1.JRS.11.026015,"Simple mineral mapping algorithm based on multitype spectral diagnostic absorption features: a case study at Cuprite, Nevada",Earth Sciences
13,http://orkg.org/orkg/resource/R140723,10.1016/j.carbpol.2019.115126,https://doi.org/10.1016/j.carbpol.2019.115126,Oral administration of chondroitin sulfate-functionalized nanoparticles for T colonic macrophage-targeted drug delivery,Medicinal Chemistry and Pharmaceutics
14,http://orkg.org/orkg/resource/R140731,10.1002/adma.201001798,https://onlinelibrary.wiley.com/doi/10.1002/adma.201001798,Hydrogen Sensing Using Pd-Functionalized Multi-Layer Graphene Nanoribbon Networks,Analytical Chemistry
15,http://orkg.org/orkg/resource/R140739,10.1016/j.snb.2012.05.031,https://www.sciencedirect.com/science/article/abs/pii/S0925400512004807?via%3Dihub,Flexible hydrogen sensors using graphene with palladium nanoparticle decoration,Analytical Chemistry
16,http://orkg.org/orkg/resource/R140748,10.1016/j.snb.2014.07.120,https://www.sciencedirect.com/science/article/abs/pii/S0925400514009605?via%3Dihub,Effects of Pd nanocube size of Pd nanocube-graphene hybrid on hydrogen sensing properties,Analytical Chemistry
17,http://orkg.org/orkg/resource/R140808,10.1007/s12594-021-1676-4,https://doi.org/10.1007/s12594-021-1676-4,Exploring the Mineralogy at Lonar Crater with Hyperspectral Remote Sensing,Earth Sciences
18,http://orkg.org/orkg/resource/R140812,10.1007/s42452-021-04213-3,https://doi.org/10.1007/s42452-021-04213-3,Characterization and mapping of hematite ore mineral classes using hyperspectral remote sensing technique: a case study from Bailadila iron ore mining region,Earth Sciences
19,http://orkg.org/orkg/resource/R140815,10.1016/j.asr.2013.04.002,http://dx.doi.org/10.1016/j.asr.2013.04.002,"Mapping Regolith and Gossan for Mineral Exploration in the Eastern Kumaon Himalaya, India using hyperion data and object oriented image classification",Earth Sciences
20,http://orkg.org/orkg/resource/R140819,10.1007/s12517-018-4149-3,https://doi.org/10.1007/s12517-018-4149-3,"Enhancement of limestone mineral identification using Hyperion imagery: a case study from Tirunelveli District, Tamil Nadu, South India",Earth Sciences
21,http://orkg.org/orkg/resource/R140823,10.1080/10106049.2015.1132484,http://dx.doi.org/10.1080/10106049.2015.1132484,"Spatial distribution of altered minerals in the Gadag Schist Belt (GSB) of Karnataka, Southern India using hyperspectral remote sensing data",Earth Sciences
22,http://orkg.org/orkg/resource/R140827,10.5194/isprsarchives-XL-8-455-2014,https://doi.org/10.5194/isprsarchives-XL-8-455-2014,Sub-pixel mineral mapping using EO-1 Hyperion hyperspectral data,Earth Sciences
23,http://orkg.org/orkg/resource/R140830,10.3115/v1/s14-2005,https://aclanthology.org/S14-2005,SemEval 2014 Task 5 - L2 Writing Assistant,Artificial Intelligence
24,http://orkg.org/orkg/resource/R140838,10.3115/v1/s14-2007,https://aclanthology.org/S14-2007,SemEval-2014 Task 7: Analysis of Clinical Text,Artificial Intelligence
25,http://orkg.org/orkg/resource/R140846,10.18653/v1/s15-2077,https://aclanthology.org/S15-2077.pdf,SemEval-2015 Task 9: CLIPEval Implicit Polarity of Events,Artificial Intelligence
26,http://orkg.org/orkg/resource/R140850,10.18653/v1/s16-1004,https://aclanthology.org/S16-1004.pdf,SemEval-2016 Task 7: Determining Sentiment Intensity of English and Arabic Phrases,Artificial Intelligence
27,http://orkg.org/orkg/resource/R140855,10.18653/v1/s16-1084,https://aclanthology.org/S16-1084.pdf,SemEval-2016 Task 10: Detecting Minimal Semantic Units and their Meanings (DiMSUM),Artificial Intelligence
28,http://orkg.org/orkg/resource/R140859,10.18653/v1/s17-2006,https://aclanthology.org/S17-2006.pdf,"SemEval-2017 Task 8: RumourEval: Determining rumour veracity and
            support for rumours",Artificial Intelligence
29,http://orkg.org/orkg/resource/R140863,10.18653/v1/s18-1001,https://aclanthology.org/S18-1001.pdf,SemEval-2018 Task 1: Affect in Tweets,Artificial Intelligence
30,http://orkg.org/orkg/resource/R140867,10.18653/v1/s19-2001,https://aclanthology.org/S19-2001.pdf,SemEval-2019 Task 1: Cross-lingual Semantic Parsing with UCCA,Artificial Intelligence
31,http://orkg.org/orkg/resource/R140882,10.18653/v1/2020.sigmorphon-1.1,https://aclanthology.org/2020.sigmorphon-1.1.pdf,SIGMORPHON 2020 Shared Task 0: Typologically Diverse Morphological Inflection,Artificial Intelligence
32,http://orkg.org/orkg/resource/R140948,10.18653/v1/2021.americasnlp-1.23,https://aclanthology.org/2021.americasnlp-1.23.pdf,Findings of the AmericasNLP 2021 Shared Task on Open Machine Translation for Indigenous Languages of the Americas,Artificial Intelligence
33,http://orkg.org/orkg/resource/R140992,10.18653/v1/2021.bionlp-1.8,https://aclanthology.org/2021.bionlp-1.8.pdf,Overview of the MEDIQA 2021 Shared Task on Summarization in the Medical Domain,Artificial Intelligence
34,http://orkg.org/orkg/resource/R140996,10.18653/v1/2021.case-1.23,https://aclanthology.org/2021.case-1.23.pdf,"Fine-grained Event Classification in News-like Text Snippets - Shared Task 2, CASE 2021",Artificial Intelligence
35,http://orkg.org/orkg/resource/R141003,10.18653/v1/2021.semeval-1.6,https://aclanthology.org/2021.semeval-1.6.pdf,SemEval-2021 Task 5: Toxic Spans Detection,Natural Language Processing
36,http://orkg.org/orkg/resource/R141010,10.18653/v1/2021.unimplicit-1.4,https://aclanthology.org/2021.unimplicit-1.4.pdf,UnImplicit Shared Task Report: Detecting Clarification Requirements in Instructional Text,Natural Language Processing
37,http://orkg.org/orkg/resource/R141018,10.18653/v1/d19-5729,https://aclanthology.org/D19-5729.pdf,RDoC Task at BioNLP-OST 2019,Natural Language Processing
38,http://orkg.org/orkg/resource/R141060,10.3115/v1/w14-1701,https://aclanthology.org/W14-1701.pdf,The CoNLL-2014 Shared Task on Grammatical Error Correction,Natural Language Processing
39,http://orkg.org/orkg/resource/R141066,10.18653/v1/w18-0604,https://aclanthology.org/W18-0604.pdf,"CLPsych 2018 Shared Task: Predicting Current and Future
            Psychological Health from Childhood Essays",Natural Language Processing
40,http://orkg.org/orkg/resource/R141070,10.18653/v1/w18-3219,https://aclanthology.org/W18-3219.pdf,Named Entity Recognition on Code-Switched Data: Overview of the CALCS 2018 Shared Task,Natural Language Processing
41,http://orkg.org/orkg/resource/R141092,10.18653/v1/w19-4107,https://aclanthology.org/W19-4107.pdf,DSTC7 Task 1: Noetic End-to-End Response Selection,Natural Language Processing
42,http://orkg.org/orkg/resource/R141119,10.1109/22.904743,https://ieeexplore.ieee.org/document/904743,High-isolation CPW MEMS shunt switches-part 1: modeling ,Engineering
43,http://orkg.org/orkg/resource/R141124,10.1016/j.sna.2004.02.040,https://www.sciencedirect.com/science/article/abs/pii/S092442470400158X?via%3Dihub,Investigations of rf shunt airbridge switches among different environmental conditions,Engineering
44,http://orkg.org/orkg/resource/R141127,10.1109/tmtt.2003.821234,https://ieeexplore.ieee.org/document/1262675,RF MEMS Switches With Enhanced Power-Handling Capabilities,Engineering
45,http://orkg.org/orkg/resource/R141130,10.1088/0960-1317/16/10/032,https://iopscience.iop.org/article/10.1088/0960-1317/16/10/032,Effects of surface roughness on electromagnetic characteristics of capacitive switches,Engineering
46,http://orkg.org/orkg/resource/R141133,10.1109/jmems.2010.2049475,https://ieeexplore.ieee.org/document/5475198,A High-Power Temperature-Stable Electrostatic RF MEMS Capacitive Switch Based on a Thermal Buckle-Beam Design,Engineering
47,http://orkg.org/orkg/resource/R141136,10.1088/0960-1317/20/3/035014,https://iopscience.iop.org/article/10.1088/0960-1317/20/3/035014/meta,A zipper RF MEMS tunable capacitor with interdigitated RF and actuation electrodes,Engineering
48,http://orkg.org/orkg/resource/R141139,10.1088/0960-1317/22/2/025001,https://iopscience.iop.org/article/10.1088/0960-1317/22/2/025001,Fabrication of low pull-in voltage RF MEMS switches on glass substrate in recessed CPW configuration for V-band application,Engineering
49,http://orkg.org/orkg/resource/R141147,10.1109/jmems.2012.2203101,https://ieeexplore.ieee.org/document/6231638,RF MEMS Shunt Capacitive Switches Using AlN Compared to Si3N4 Dielectric,Engineering
50,http://orkg.org/orkg/resource/R141150,10.1109/ted.2013.2263252,https://ieeexplore.ieee.org/document/6527916,Investigation of Charge Injection and Relaxation in Multilayer Dielectric Stacks for Capacitive RF MEMS Switch Application,Engineering
51,http://orkg.org/orkg/resource/R141153,10.1109/jmems.2012.2237384,https://ieeexplore.ieee.org/abstract/document/6419742,Effect of Environmental Humidity on Dielectric Charging Effect in RF MEMS Capacitive Switches Based on C–V Properties,Engineering
52,http://orkg.org/orkg/resource/R141319,10.1016/S0967-0645(98)00125-8,https://doi.org/10.1016/S0967-0645(98)00125-8,Nitrogen assimilation and the f-ratio in the northwestern Indian Ocean during an intermonsoon period,Oceanography
53,http://orkg.org/orkg/resource/R141322,10.1016/S0967-0645(99)00038-7,https://doi.org/10.1016/S0967-0645(99)00038-7,Nitrogen dynamics during the Arabian Sea Northeast Monsoon,Oceanography
54,http://orkg.org/orkg/resource/R141325,10.1016/S0967-0645(00)00135-1,https://doi.org/10.1016/S0967-0645(00)00135-1,Nitrogen production in the northern Arabian Sea during the Spring Intermonsoon and Southwest Monsoon seasons,Oceanography
55,http://orkg.org/orkg/resource/R141328,10.1029/2004GL021005,https://doi.org/10.1029/2004GL021005,High new production in the Bay of Bengal: Possible causes and implications,Oceanography
56,http://orkg.org/orkg/resource/R141337,10.1155/2010/819029,https://doi.org/10.1155/2010/819029,Nitrogen Uptake in the Northeastern Arabian Sea during Winter Cooling,Oceanography
57,http://orkg.org/orkg/resource/R141340,10.1029/2008GL033819,https://doi.org/10.1029/2008GL033819,Quantification of new production during a winterNoctiluca scintillansbloom in the Arabian Sea,Oceanography
58,http://orkg.org/orkg/resource/R141343,10.1007/s11707-017-0649-9,https://doi.org/10.1007/s11707-017-0649-9,Nitrogen uptake by phytoplankton in surface waters of the Indian sector of Southern Ocean during austral summer,Oceanography
59,http://orkg.org/orkg/resource/R141351,10.1029/2004GB002331,https://doi.org/10.1029/2004GB002331,Nitrogen fixation byTrichodesmiumspp.: An important source of new nitrogen to the tropical and subtropical North Atlantic Ocean: NITROGEN FIXATION IN THE NORTH ATLANTIC,Oceanography
60,http://orkg.org/orkg/resource/R141354,10.4319/lo.2012.57.4.1067,https://doi.org/10.4319/lo.2012.57.4.1067,Rates of dinitrogen fixation and the abundance of diazotrophs in North American coastal waters between Cape Hatteras and Georges Bank,Oceanography
61,http://orkg.org/orkg/resource/R141357,10.5194/bg-7-3167-2010,https://doi.org/10.5194/bg-7-3167-2010,Latitudinal distribution of &lt;i&gt;Trichodesmium&lt;/i&gt; spp. and N&lt;sub&gt;2&lt;/sub&gt; fixation in the Atlantic Ocean,Oceanography
62,http://orkg.org/orkg/resource/R141360,10.1038/ngeo366,https://doi.org/10.1038/ngeo366,Molybdenum limitation of asymbiotic nitrogen fixation in tropical forest soils,Oceanography
63,http://orkg.org/orkg/resource/R141363,10.1128/AEM.70.2.765-770.2004,https://doi.org/10.1128/AEM.70.2.765-770.2004,"N
            2
            Fixation by Unicellular Bacterioplankton from the Atlantic and Pacific Oceans: Phylogeny and In Situ Rates",Oceanography
64,http://orkg.org/orkg/resource/R141370,10.4319/lo.1977.22.1.0060,https://doi.org/10.4319/lo.1977.22.1.0060,"Nitrogen fixation, distribution, and production of Oscillatoria (Trichodesmium) spp. in the western Sargasso and Caribbean Seas1: Oscillatoria measurements",Oceanography
65,http://orkg.org/orkg/resource/R141373,10.1038/ismej.2010.205,https://doi.org/10.1038/ismej.2010.205,Nitrogen fixation and nitrogenase (nifH) expression in tropical waters of the eastern North Atlantic,Oceanography
66,http://orkg.org/orkg/resource/R141376,10.3389/fmicb.2012.00386,https://doi.org/10.3389/fmicb.2012.00386,Nitrogenase (nifH) gene expression in diazotrophic cyanobacteria in the Tropical North Atlantic in response to nutrient amendments,Oceanography
67,http://orkg.org/orkg/resource/R141379,10.1002/grl.50250,https://doi.org/10.1002/grl.50250,Equatorial upwelling enhances nitrogen fixation in the Atlantic Ocean,Oceanography
68,http://orkg.org/orkg/resource/R141381,10.1038/nature11338,https://doi.org/10.1038/nature11338,Doubling of marine dinitrogen-fixation rates based on direct measurements,Oceanography
69,http://orkg.org/orkg/resource/R141600,10.1101/2020.11.29.402362,https://www.biorxiv.org/content/10.1101/2020.11.29.402362v2,"CoxBase: an online platform for epidemiological surveillance, visualization, analysis and typing of Coxiella burnetii genomic sequences",Genomics
70,http://orkg.org/orkg/resource/R141608,10.1196/annals.1355.018,https://pubmed.ncbi.nlm.nih.gov/16481501/,Coxiella burnetii Infection,Clinical Infectiology and Tropical Medicine
71,http://orkg.org/orkg/resource/R141611,10.1063/1.3243458,https://aip.scitation.org/doi/10.1063/1.3243458,UV-activated room-temperature gas sensing mechanism of polycrystalline ZnO,Engineering
72,http://orkg.org/orkg/resource/R141614,10.1016/j.jallcom.2012.08.040,https://www.sciencedirect.com/science/article/abs/pii/S0925838812014417,Room temperature hydrogen gas sensor based on ZnO nanorod arrays grown on a SiO2/Si substrate via a microwave-assisted chemical solution method,Engineering
73,http://orkg.org/orkg/resource/R141618,10.1016/j.snb.2014.05.126,https://www.sciencedirect.com/science/article/abs/pii/S0925400514006650,Enhancement of CuO and ZnO nanowires methanol sensing properties with diode-based structure,Engineering
74,http://orkg.org/orkg/resource/R141621,10.1039/c3dt53305k,https://pubs.rsc.org/en/content/articlelanding/2014/dt/c3dt53305k,Probing the highly efficient room temperature ammonia gas sensing properties of a luminescent ZnO nanowire array prepared via an AAO-assisted template route,Engineering
75,http://orkg.org/orkg/resource/R141624,10.1016/j.snb.2015.01.070,https://www.sciencedirect.com/science/article/abs/pii/S0925400515000969,Point defects assisted NH3 gas sensing properties in ZnO nanostructures,Engineering
76,http://orkg.org/orkg/resource/R141631,10.1088/0256-307x/32/7/078101,https://iopscience.iop.org/article/10.1088/0256-307X/32/7/078101,Rice Husk Templated Mesoporous ZnO Nanostructures for Ethanol Sensing at Room Temperature,Engineering
77,http://orkg.org/orkg/resource/R141634,10.1016/j.snb.2015.12.023,https://www.sciencedirect.com/science/article/abs/pii/S0925400515307462,Ethanol sensing with Au-modified ZnO microwires,Engineering
78,http://orkg.org/orkg/resource/R141637,10.1016/j.jallcom.2016.05.053,https://www.sciencedirect.com/science/article/abs/pii/S0925838816313792?via%3Dihub,Both oxygen vacancies defects and porosity facilitated NO2 gas sensing response in 2D ZnO nanowalls at room temperature,Engineering
79,http://orkg.org/orkg/resource/R141640,10.1063/1.4942092,https://aip.scitation.org/doi/10.1063/1.4942092,Photoluminescence based H2 and O2 gas sensing by ZnO nanowires,Engineering
80,http://orkg.org/orkg/resource/R141644,10.1007/s10854-016-4993-4,https://link.springer.com/article/10.1007/s10854-016-4993-4,Fabrication of a highly flexible low-cost H2 gas sensor using ZnO nanorods grown on an ultra-thin nylon substrate,Engineering
81,http://orkg.org/orkg/resource/R141647,10.1016/j.apsusc.2016.08.138,https://www.sciencedirect.com/science/article/abs/pii/S0169433216317949?via%3Dihub,"Room temperature ferromagnetism and gas sensing in ZnO nanostructures: Influence of intrinsic defects and Mn, Co, Cu doping",Engineering
82,http://orkg.org/orkg/resource/R141652,10.1016/j.snb.2016.01.035,https://www.sciencedirect.com/science/article/abs/pii/S0925400516300351,Alcohol sensing performance of ZnO hexagonal nanotubes at low temperatures: A qualitative understanding,Engineering
83,http://orkg.org/orkg/resource/R141656,10.1021/acsami.7b11051,https://pubs.acs.org/doi/10.1021/acsami.7b11051,Natural Biowaste-Cocoon-Derived Granular Activated Carbon-Coated ZnO Nanorods: A Simple Route To Synthesizing a Core–Shell Structure and Its Highly Enhanced UV and Hydrogen Sensing Properties,Engineering
84,http://orkg.org/orkg/resource/R141661,10.1021/acsami.5b08782,https://pubs.acs.org/doi/10.1021/acsami.5b08782,Fluorescent N-Doped Carbon Dots as in Vitro and in Vivo Nanothermometer,Materials Chemistry
85,http://orkg.org/orkg/resource/R141687,10.1016/j.carbon.2016.04.003,https://www.sciencedirect.com/science/article/abs/pii/S0008622316302639?via%3Dihub,"Multifunctional N,S co-doped carbon quantum dots with pH- and thermo-dependent switchable fluorescent properties and highly selective detection of glutathione",Materials Chemistry
86,http://orkg.org/orkg/resource/R141693,10.1016/j.snb.2016.09.032,https://www.sciencedirect.com/science/article/abs/pii/S0925400516314496?via%3Dihub,Dual functional N- and S-co-doped carbon dots as the sensor for temperature and Fe3+ ions,Materials Chemistry
87,http://orkg.org/orkg/resource/R141701,10.1021/acsnano.6b06670,https://pubs.acs.org/doi/10.1021/acsnano.6b06670,Carbon Dot Nanothermometry: Intracellular Photoluminescence Lifetime Thermal Sensing,Materials Chemistry
88,http://orkg.org/orkg/resource/R141708,10.1039/c7tb00810d,https://pubs.rsc.org/en/content/articlelanding/2017/tb/c7tb00810d,"N,S co-doped carbon dots as a stable bio-imaging probe for detection of intracellular temperature and tetracycline",Materials Chemistry
89,http://orkg.org/orkg/resource/R141715,10.1016/j.apsusc.2017.08.133,https://www.sciencedirect.com/science/article/abs/pii/S0169433217324911,One-step synthesis of multi-emission carbon nanodots for ratiometric temperature sensing,Materials Chemistry
90,http://orkg.org/orkg/resource/R141720,10.1016/j.saa.2019.117161,https://www.sciencedirect.com/science/article/abs/pii/S1386142519305517,"N,S co-doped carbon dots as a dual-functional fluorescent sensor for sensitive detection of baicalein and temperature",Materials Chemistry
91,http://orkg.org/orkg/resource/R141724,10.1039/c8na00255j,https://pubs.rsc.org/en/content/articlelanding/2019/na/c8na00255j,Intracellular ratiometric temperature sensing using fluorescent carbon dots,Materials Chemistry
92,http://orkg.org/orkg/resource/R141735,10.1016/j.dyepig.2019.107952,https://www.sciencedirect.com/science/article/abs/pii/S0143720819319953?via%3Dihub,"A facile synthesis of high-efficient N,S co-doped carbon dots for temperature sensing application",Materials Chemistry
93,http://orkg.org/orkg/resource/R141748,10.1038/s41598-020-59958-5,https://www.nature.com/articles/s41598-020-59958-5#article-info,"Dual functional highly luminescence B, N Co-doped carbon nanodots as nanothermometer and Fe3+/Fe2+ sensor",Materials Chemistry
94,http://orkg.org/orkg/resource/R141814,10.1021/jacs.0c04003,https://pubs.acs.org/doi/abs/10.1021/jacs.0c04003,Resonance-Enhanced Charge Delocalization in Carbazole–Oligoyne–Oxadiazole Conjugates,Physical Chemistry
95,http://orkg.org/orkg/resource/R141869,10.1063/1.4792238,https://aip.scitation.org/doi/10.1063/1.4792238,Integration of piezoelectric aluminum nitride and ultrananocrystalline diamond films for implantable biomedical microelectromechanical devices,Engineering
96,http://orkg.org/orkg/resource/R141873,10.1142/s1793604716500235,https://www.worldscientific.com/doi/abs/10.1142/S1793604716500235,Preparation of highly c-axis oriented AlN thin films on Hastelloy tapes with Y2O3 buffer layer for flexible SAW sensor applications,Engineering
97,http://orkg.org/orkg/resource/R141877,10.1063/1.4959895,https://aip.scitation.org/doi/full/10.1063/1.4959895,Low temperature aluminum nitride thin films for sensory applications,Engineering
98,http://orkg.org/orkg/resource/R141880,10.1557/jmr.2020.106,https://www.cambridge.org/core/journals/journal-of-materials-research/article/integration-of-aln-piezoelectric-thin-films-on-ultralow-fatigue-tinicu-shape-memory-alloys/7282D2660D137734CBA7B31C7361B54C,Integration of AlN piezoelectric thin films on ultralow fatigue TiNiCu shape memory alloys,Engineering
99,http://orkg.org/orkg/resource/R141884,10.1109/jsen.2021.3077274,https://ieeexplore.ieee.org/abstract/document/9422823,Enhancement of c-Axis Oriented Aluminum Nitride Films via Low Temperature DC Sputtering,Engineering
100,http://orkg.org/orkg/resource/R141887,10.1007/s10854-021-05830-9,https://link.springer.com/article/10.1007/s10854-021-05830-9,Microstructure and bending piezoelectric characteristics of AlN film for high-frequency flexible SAW devices,Engineering
101,http://orkg.org/orkg/resource/R141891,10.1109/tnano.2020.3042234,https://ieeexplore.ieee.org/abstract/document/9293166,Microstructure and Electrical Properties of Novel piezo-optrodes Based on Thin-Film Piezoelectric Aluminium Nitride for Sensing,Engineering
102,http://orkg.org/orkg/resource/R142068,https://pubmed.ncbi.nlm.nih.gov/29480735/,https://pubmed.ncbi.nlm.nih.gov/29480735/,"Diseases and Health Outcomes Registry Systems in I.R. Iran: Successful Initiative to Improve Public Health Programs, Quality of Care, and Biomedical Research",Epidemiology
103,http://orkg.org/orkg/resource/R142089,10.5217/ir.2018.00157,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6667360/,Iranian Registry of Crohn’s and Colitis: study profile of first nation-wide inflammatory bowel disease registry in Middle East,Epidemiology
104,http://orkg.org/orkg/resource/R142094,10.5935/0946-5448.20190013,https://eprints.bmsu.ac.ir/1364/,"A National Iranian Cochlear Implant Registry (ICIR): cochlear implanted recipient
            observational study",Epidemiology
105,http://orkg.org/orkg/resource/R142138,10.1021/nl300389y,https://pubs.acs.org/doi/10.1021/nl300389y,Mapping Intracellular Temperature Using Green Fluorescent Protein,Materials Chemistry
106,http://orkg.org/orkg/resource/R142147,10.1088/0957-0233/20/2/025305,https://iopscience.iop.org/article/10.1088/0957-0233/20/2/025305,2D surface thermal imaging using rise-time analysis from laser-induced luminescence phosphor thermometry,Materials Chemistry
107,http://orkg.org/orkg/resource/R142153,10.1021/nl1036098,https://pubs.acs.org/doi/abs/10.1021/nl1036098,CdSe Quantum Dots for Two-Photon Fluorescence Thermal Imaging,Materials Chemistry
108,http://orkg.org/orkg/resource/R142165,10.1016/j.matdes.2019.108188,https://www.sciencedirect.com/science/article/pii/S0264127519306264,Porphyrins as efficient ratiometric and lifetime-based contactless optical thermometers,Materials Chemistry
109,http://orkg.org/orkg/resource/R142171,10.1063/1.1538181,https://aip.scitation.org/doi/10.1063/1.1538181,Temperature dependence of luminescent spectra and dynamics in nanocrystalline Y2O3:Eu3+,Materials Chemistry
110,http://orkg.org/orkg/resource/R142209,10.1021/jp0686689,https://pubs.acs.org/doi/10.1021/jp0686689,Effect of Annealing on Upconversion Luminescence of ZnO:Er3+ Nanocrystals and High Thermal Sensitivity,Materials Chemistry
111,http://orkg.org/orkg/resource/R142214,10.1088/0957-4484/14/8/304,https://iopscience.iop.org/article/10.1088/0957-4484/14/8/304,Nanoscale thermometry via the fluorescence of YAG:Ce phosphor particles: measurements from 7 to 77 C,Materials Chemistry
112,http://orkg.org/orkg/resource/R142218,10.1063/1.2123384,https://aip.scitation.org/doi/10.1063/1.2123384,Scanning thermal imaging of microelectronic circuits with a fluorescent nanoprobe,Materials Chemistry
113,http://orkg.org/orkg/resource/R142221,10.1063/1.3233940,https://aip.scitation.org/doi/10.1063/1.3233940,AC thermal imaging of a microwire with a fluorescent nanocrystal: Influence of the near field on the thermal contrast,Materials Chemistry
114,http://orkg.org/orkg/resource/R142225,10.1016/j.sna.2008.09.019,https://www.sciencedirect.com/science/article/abs/pii/S0924424708004822,Er3+/Yb3+ codoped Gd2O3 nano-phosphor for optical thermometry,Materials Chemistry
115,http://orkg.org/orkg/resource/R142799,https://dblp.org/rec/conf/semweb/CardilloFTG14.bib,http://ceur-ws.org/Vol-1302/paper3.pdf,Towards the Reuse of Standardized Thesauri Into Ontologies,Semantic Web
116,http://orkg.org/orkg/resource/R143486,10.1080/02626669409492752,https://doi.org/10.1080/02626669409492752,Application of remote sensing methods to hydrology and water resources,Earth Sciences
117,http://orkg.org/orkg/resource/R143522,10.1016/j.oneear.2020.05.001,https://doi.org/10.1016/j.oneear.2020.05.001,Applications in Remote Sensing to Forest Ecology and Management,Earth Sciences
118,http://orkg.org/orkg/resource/R143546,10.1016/j.isprsjprs.2009.03.007,https://doi.org/j.isprsjprs.2009.03.007,"Thermal infrared remote sensing for urban climate and environmental studies: Methods, applications, and trends",Earth Sciences
119,http://orkg.org/orkg/resource/R143607,10.1016/j.jag.2011.08.002,https://doi.org/10.1016/j.jag.2011.08.002,Multi- and hyperspectral geologic remote sensing: A review,Earth Sciences
120,http://orkg.org/orkg/resource/R143642,10.1007/s11707-009-0023-7,https://doi.org/10.1007/s11707-009-0023-7,Satellite remote sensing applications for surface soil moisture monitoring: A review,Earth Sciences
121,http://orkg.org/orkg/resource/R143666,10.1016/j.biombioe.2011.02.028,https://doi.org/10.1016/j.biombioe.2011.02.028,A review of remote sensing methods for biomass feedstock production,Earth Sciences
122,http://orkg.org/orkg/resource/R143687,10.3390/s7040473,https://www.mdpi.com/1424-8220/7/4/473,Design and Development of a Flexible Strain Sensor for Textile Structures Based on a Conductive Polymer Composite,Engineering
123,http://orkg.org/orkg/resource/R143692,10.1016/j.compositesa.2015.01.001,https://www.sciencedirect.com/science/article/abs/pii/S1359835X15000044,Strain and damage monitoring in carbon-nanotube-based composite under cyclic strain,Nanoscience and Nanotechnology
